talemaade_udtryk,yes_count,option_idx,option_letter,category,definition
råbe vagt i gevær,4,1,B,random definition,i et øde område fjernt fra større byer
råbe vagt i gevær,4,2,C,concrete misinterpretation,råbe advarende ordrer til en militærstyrke
koge suppe på en pølsepind,3,0,A,concrete misinterpretation,(forsøge at) lave suppe ud af meget lidt
koge suppe på en pølsepind,3,3,D,abstract misinterpretation,"lave velsmagende mad ud af få, simple ingredienser"
være på trapperne,2,0,A,random definition,være uden løsning fordi løsningen uundgåeligt vil afføde et andet (nært beslægtet) problem
så slutter festen,3,0,A,random definition,pleje sine egne interesser uden at tage hensyn til andre; kun tænke på sig selv
så slutter festen,3,2,C,concrete misinterpretation,nu er tidspunktet kommet hvor festen er forbi
hænge i bremsen,2,2,C,abstract misinterpretation,køre særligt forsigtigt i bil eller på cykel
stikke næsen i sky,3,2,C,random definition,"handlekraftige, (dum)dristige mennesker er ofte også heldige"
stikke næsen i sky,3,3,D,abstract misinterpretation,sætte sig høje mål; have høje ambitioner
have en aktie i,3,1,B,abstract misinterpretation,"være involveret i en sag eller et foretagende, ofte uønsket eller uforskyldt"
have en aktie i,3,2,C,concrete misinterpretation,eje en andel af en virksomhed
træde op på den store klinge,4,0,A,random definition,komme i håndgemæng eller slåskamp med
træde op på den store klinge,4,1,B,concrete misinterpretation,skifte til højeste gear
træde op på den store klinge,4,2,C,abstract misinterpretation,"afslutte en faglig uddannelse; blive færdiguddannet, især som håndværker"
apostlenes heste,3,1,B,abstract misinterpretation,bruges i udtryk for at arbejde hårdt
apostlenes heste,3,2,C,random definition,hellere se én gå end komme eller blive; helst være fri for éns selskab
sejle på varmen,2,2,C,abstract misinterpretation,udnytte andres godgørenhed til egen vinding; drage fordel af noget på bekostning af andre
sejle på varmen,2,3,D,random definition,"noget stort som udadtil virker solidt og magtfuldt, men som i virkeligheden er skrøbeligt"
spille fransk klovn,3,0,A,random definition,"bruges ofte (selv)ironisk for at udtrykke at selv en person uden de store forudsætninger, med lidt held, kan løse en bestemt opgave"
spille fransk klovn,3,3,D,abstract misinterpretation,gøre sig umage med noget i romantisk sammenhæng
gå nogen nærmere på klingen,3,1,B,random definition,blive mere og mere omfattende; udvikle sig hurtigt og uimodståeligt
gå nogen nærmere på klingen,3,2,C,abstract misinterpretation,køre så tæt på en anden cyklist at cyklerne næsten rører hinanden (så der er fare for at falde)
en køn plante,3,1,B,abstract misinterpretation,"person som er smuk, omsorgsfuld, god eller lignende"
en køn plante,3,3,D,concrete misinterpretation,plantevækst der besidder særlige æstetiske egenskaber
slibe kanterne af nogen,3,2,C,abstract misinterpretation,hjælpe nogen med at hidse sig ned
slibe kanterne af nogen,3,3,D,random definition,krænkelse; nederlag
så let som at klø sig selv i nakken,3,2,C,abstract misinterpretation,lettere end man havde regnet med
så let som at klø sig selv i nakken,3,3,D,concrete misinterpretation,uden større anstrengelse end den det kræver at klø sig i nakken
det er for sent at kaste brønden til når barnet er druknet,2,3,D,abstract misinterpretation,man skal handle mens man har muligheden
alt lykkes i en gasovn,2,3,D,abstract misinterpretation,bruges som galgenhumoristisk kommentar til det at henrette mennesker ved at gasse dem
klappe hesten,3,1,B,abstract misinterpretation,køre hurtigere; sætte farten op
klappe hesten,3,2,C,random definition,gøre en kraftanstrengelse og redde sig ud af en ubehagelig situation
til at komme i papirmøllen,3,1,B,concrete misinterpretation,"klar til at blive makuleret, dvs. ødelagt"
til at komme i papirmøllen,3,2,C,abstract misinterpretation,klar til at blive trykt (og publiceret)
I må kalde mig Mads hvis ..,3,1,B,abstract misinterpretation,det ville undre mig meget hvis
I må kalde mig Mads hvis ..,3,3,D,random definition,tale nedsættende og fornærmende om eller til nogen
det pulveriserende liv,3,0,A,abstract misinterpretation,det liv som ødelægger en
det pulveriserende liv,3,1,B,random definition,være i en meget vanskelig situation som påvirker én psykisk
lugten i bageriet,3,0,A,abstract misinterpretation,"positiv sideeffekt af en proces, handling eller lignende"
lugten i bageriet,3,2,C,concrete misinterpretation,den lugt der er i et bageri
brændt barn skyr ilden,2,1,B,concrete misinterpretation,"har et barn først brændt sig, omgås det ild med større forsigtighed"
klædt af til skindet,4,1,B,abstract misinterpretation,uden forbehold; med et åbent og imødekommende sind
klædt af til skindet,4,2,C,concrete misinterpretation,afklædt; nøgen
klædt af til skindet,4,3,D,random definition,fremkalde vrede hos en ellers fredsommelig person
have snuden i sporet,2,2,C,abstract misinterpretation,blande sig i noget der ikke kommer én ved
"når krybben er tom, bides hestene",3,0,A,concrete misinterpretation,når der ikke er mere at spise kommer hestene op at slås
"når krybben er tom, bides hestene",3,3,D,random definition,være i dårligt humør lige fra morgenstunden
stærk tobak,2,2,C,random definition,sige noget helt ærligt og uden omsvøb
hovmod står for fald,2,2,C,concrete misinterpretation,"når man er arrogant, kan man nemt falde"
tage noget i stiv arm,3,0,A,random definition,"kræve at nogen bliver straffet, afskediget eller lignende (pga. en forseelse)"
tage noget i stiv arm,3,1,B,abstract misinterpretation,acceptere såvel de ubehagelige som de behagelige sider ved en sag
få en appelsin i turbanen,3,1,B,abstract misinterpretation,pludselig skulle have større ansvar for noget end man havde regnet med
få en appelsin i turbanen,3,3,D,random definition,indsmigre sig; forsøge at få succes hos nogen
sagen er bøf,2,0,A,random definition,nogen bliver eller vil blive skældt voldsomt ud pga. en begået forseelse
sagen er bøf,2,1,B,abstract misinterpretation,bruges for at udtrykke at noget ikke længere giver mening
grave sin egen grav,2,0,A,abstract misinterpretation,bekymre sig over noget som måske viser sig ikke at være et problem
have bly i røven,3,0,A,random definition,noget forringes eller mister prestige fordi det bliver lettere tilgængeligt eller mere udbredt
have bly i røven,3,3,D,abstract misinterpretation,være øm i endeballernes muskler pga. træning
som at slå vand på en gås,2,3,D,concrete misinterpretation,som at kaste vand på en gås
læse noget som Fanden læser Bibelen,3,0,A,random definition,kæmpe forgæves; kæmpe mod indbildte fjender eller vanskeligheder
læse noget som Fanden læser Bibelen,3,3,D,abstract misinterpretation,forsøge at læse noget man godt ved man ikke kommer til at forstå
skumme fløden,2,0,A,random definition,man skal ikke afvise det tilsyneladende uforklarlige blot fordi man ikke kan fatte det med sin begrænsede forstand
den sorte klap går ned,3,0,A,random definition,udtrykke sin fortvivlelse
den sorte klap går ned,3,1,B,abstract misinterpretation,bruges for at udtrykke at en person pludselig mister besindelsen; voldsomt raseri
slå op i banen,4,0,A,random definition,ufortrødent og ihærdigt gå i gang med en (vanskelig) opgave
slå op i banen,4,1,B,abstract misinterpretation,slå op med nogen online og ikke ansigt til ansigt
slå op i banen,4,3,D,concrete misinterpretation,"slå en bold langt ned ad banen, fx i rundbold"
sidste skud på stammen,2,1,B,abstract misinterpretation,sidste chance for at gøre noget
rydde nogen af vejen,2,1,B,concrete misinterpretation,"skubbe nogen eller på anden vis forårsage at nogen kommer væk fra en bestemt vej, bane eller lignende"
ryste som et espeløv,2,0,A,concrete misinterpretation,ryste lige så meget som et blad på et espetræ
vandene skilles,3,2,C,abstract misinterpretation,nogen går fra hinanden; nogen bliver skilt
vandene skilles,3,3,D,concrete misinterpretation,to have trækker sig væk fra hinanden
gå uden om noget som katten om den varme grød,3,0,A,concrete misinterpretation,gå uden om noget på samme måde som en kat der går udenom en skål med varm grød
gå uden om noget som katten om den varme grød,3,3,D,abstract misinterpretation,blande sig uden om noget man egentlig burde deltage i
føre til torvs,4,0,A,random definition,være i en situation hvor éns argumenter er utilstrækkelige eller uholdbare; være i en situation som man har svært ved at magte
føre til torvs,4,2,C,abstract misinterpretation,slippe op; løbe tør for
føre til torvs,4,3,D,concrete misinterpretation,fragte en vare til det torv hvor den skal sælges
stikke næsen indenfor,3,0,A,abstract misinterpretation,opholde sig et sted hvor man er i tvivl om hvorvidt man er velkommen
stikke næsen indenfor,3,2,C,concrete misinterpretation,"placere sin næse (og resten af kroppen) indenfor (udenfor, forbi, ..)"
tung at danse med,2,2,C,random definition,man kan risikere at forandringer fører til en forværring i stedet for en forbedring
skræve mere end bukserne kan holde,3,0,A,abstract misinterpretation,opføre sig vovet eller dumdristigt
skræve mere end bukserne kan holde,3,3,D,concrete misinterpretation,få en revne i sine bukser fordi man skræver meget bredt
blive lang i ansigtet,2,0,A,abstract misinterpretation,mærke begyndende træthed pga. mangel på søvn
ligge lunt i svinget,4,0,A,random definition,finde sig i en krænkelse eller et overgreb uden at gøre gengæld
ligge lunt i svinget,4,1,B,abstract misinterpretation,være forelskede
ligge lunt i svinget,4,2,C,concrete misinterpretation,komme hurtigt og sikkert igennem et sving i fx et cykel- eller racerløb
hvor længe var Adam i Paradis,2,1,B,random definition,"bruges for at udtrykke at noget der ydes, udelukkende ydes af hensyn til modtageren uden fordel for giveren"
vide hvad vej vinden blæser,3,0,A,random definition,"det er ofte de personer som ved mindst eller har mindst betydning, der råber mest op eller gør sig mest gældende"
vide hvad vej vinden blæser,3,1,B,abstract misinterpretation,"kende til den nyeste udvikling inden for et felt, emne ellerlign."
"man ved hvad man har, men ikke hvad man får",2,3,D,concrete misinterpretation,man kender ikke fremtiden
ukrudt forgår ikke så let,3,0,A,concrete misinterpretation,det er svært at fjerne ukrudt
ukrudt forgår ikke så let,3,2,C,abstract misinterpretation,naturens kraft er stærkere end menneskets
man skal ikke kaste med sten når man selv bor i et glashus,2,2,C,concrete misinterpretation,det er dumt at kaste med sten når man selv bor i et hus af glas da man nemt kan ødelægge huset
skyde en hvid pind efter,3,1,B,abstract misinterpretation,investere kræfter eller penge i noget
skyde en hvid pind efter,3,2,C,random definition,"personer der lever et aktivt og energisk liv, sygner ikke hen (mentalt)"
have en heldig hånd,2,1,B,concrete misinterpretation,have gode kort på hånden i et kortspil
sidde med livet i hænderne,3,0,A,random definition,noget som man kan være stolt af; en triumf
sidde med livet i hænderne,3,2,C,abstract misinterpretation,være i livsfare; befinde sig i en livstruende situation
have flere strenge at spille på,2,0,A,abstract misinterpretation,have flere forskellige romantiske partnere
lang som et ondt år,4,0,A,abstract misinterpretation,bruges om hår der er langt og ofte ukæmmet
lang som et ondt år,4,1,B,random definition,lyve groft; fortælle mange løgne
lang som et ondt år,4,3,D,concrete misinterpretation,et langt år
alt hvad remmer og tøj kan holde,3,1,B,random definition,ønske at nogen befandt sig meget langt væk så man slap for dét besvær
alt hvad remmer og tøj kan holde,3,3,D,concrete misinterpretation,så hurtigt eller kraftfuldt som man kan gøre det uden at beskadige sit tøj
"se sol, måne og stjerner",3,0,A,abstract misinterpretation,kunne overskue en kompleks sag eller situation
"se sol, måne og stjerner",3,3,D,random definition,tage fejl
have foden under eget bord,2,0,A,abstract misinterpretation,have styr på sin økonomi
gale katte får revne skind,2,0,A,abstract misinterpretation,man risikerer altid noget når man handler
love guld og grønne skove,3,0,A,abstract misinterpretation,betale i naturalier (og ikke i likvide midler)
love guld og grønne skove,3,3,D,random definition,"en person der er hovmodig, lider let nederlag, ofte pga. sit hovmod"
slag i ansigtet,4,1,B,random definition,snyde nogen; lyve for nogen
slag i ansigtet,4,2,C,concrete misinterpretation,et slag i nogens ansigt
slag i ansigtet,4,3,D,abstract misinterpretation,ubehagelig overraskelse
slå til søren,2,1,B,random definition,"samfundslivet eller erhvervslivet med den hektiske, opslidende aktivitet som det er forbundet med"
spænde livremmen ind,3,2,C,concrete misinterpretation,stramme sit bælte
spænde livremmen ind,3,3,D,abstract misinterpretation,gå på slankekur; begynde at spise sundere
den vej skal vi alle,3,2,C,abstract misinterpretation,bruges for at gøre opmærksom på at nogen har konstateret noget åbenlyst
den vej skal vi alle,3,3,D,random definition,i en situation hvor man har lidt travlt og er i bekneb; når det skal gå lidt hurtigt og være lidt nemt
være over alle bjerge,2,1,B,abstract misinterpretation,godt tilfreds med resultatet af noget
på éns glatte ansigt,3,0,A,abstract misinterpretation,baseret på udseende og ydre fremtoning; uden at tage højde for indre liv
på éns glatte ansigt,3,2,C,random definition,"i en usikker, risikofyldt eller vanskelig situation; i knibe"
plejer er død,3,0,A,concrete misinterpretation,en person blandt sundhedspersonalet er gået bort
plejer er død,3,3,D,abstract misinterpretation,man kan lugte at et bestemt menneske lider under dårlig personlig hygiejne
der er ingen ko på isen,2,0,A,random definition,være den der bestemmer; være den dominerende part
ride med på en bølge,2,3,D,concrete misinterpretation,surfe
give den hele armen,2,3,D,abstract misinterpretation,udføre en formel hilsen hvor man fører sin højre hånd op til tindingen eller kanten af sin hovedbeklædning
i sin visdom,4,1,B,random definition,"uden fornuft, mening eller forbindelse med virkeligheden; helt gal"
i sin visdom,4,2,C,abstract misinterpretation,alene; uden at indblande eller rådføre sig med andre mennesker
i sin visdom,4,3,D,concrete misinterpretation,ved anvendelse af ens fulde intellekt; vha. alle ens evner
save den gren over man selv sidder på,2,2,C,random definition,sønderlemmende kritik; voldsomt verbalt angreb
eneste høne i kurven,2,3,D,abstract misinterpretation,eneste voksne i en gruppe
enhver er sig selv nærmest,3,0,A,concrete misinterpretation,ens egen krop udgør den nærmeste fysiske person
enhver er sig selv nærmest,3,1,B,abstract misinterpretation,det er bedre at ordne tingene selv end at vente på at andre gør det for en
ikke ride den dag man sadler,3,0,A,abstract misinterpretation,tænke sig godt om
ikke ride den dag man sadler,3,1,B,random definition,det vedrører ikke den sag; det er ikke relevant i den sammenhæng
slikke frimærker,3,0,A,concrete misinterpretation,slikke på bagsiden af frimærker
slikke frimærker,3,3,D,abstract misinterpretation,insistere på en ikke-digital tilværelse i et ellers digitaliseret samfund
træerne vokser ikke ind i himlen,3,2,C,concrete misinterpretation,der er en grænse for hvor høje træer kan blive
træerne vokser ikke ind i himlen,3,3,D,random definition,uden flere penge eller andre værdier tilbage
vende vrangen ud,2,0,A,concrete misinterpretation,vende et stykke tøj om sådan at sømmene vendes udad
rive hovedet af nogen,3,2,C,random definition,være venlig over for eller lave aftaler med nogen som senere opfører sig fjendtligt over for én
rive hovedet af nogen,3,3,D,abstract misinterpretation,forårsage stærk frustration hos nogen
tyv tror hvermand stjæler,3,0,A,concrete misinterpretation,en tyv har en forestilling om at alle mennesker stjæler
tyv tror hvermand stjæler,3,3,D,abstract misinterpretation,kriminelle aktiviteter fører til forfølgelsesvanvid
som skidt fra en spædekalv,2,0,A,concrete misinterpretation,som afføring fra en nyfødt kalv
himmel og jord står i ét,2,3,D,abstract misinterpretation,bruges om en situation der er stærkt præget af uro og bekymring
ikke kunne se en hånd for sig,3,0,A,abstract misinterpretation,ikke være i stand til at tænke klart eller koncentrere sig om en opgave
ikke kunne se en hånd for sig,3,1,B,concrete misinterpretation,ikke være i stand til at se en hånd lige foran kroppen
man skal kravle før man kan gå,2,2,C,concrete misinterpretation,det er en naturlig del af mennesket udvikling at småbørn lærer at kravle før de kan gå
hverken til at hugge eller stikke i,4,0,A,abstract misinterpretation,bagt for længe; bagt så længe at overfladen er for hård
hverken til at hugge eller stikke i,4,1,B,concrete misinterpretation,med så hård en overflade at den ikke kan gennemtrænges
hverken til at hugge eller stikke i,4,3,D,random definition,se meget træt og sløj ud
for nogens blå øjnes skyld,2,2,C,random definition,overraskende eller finurlig (afsluttende) detalje i en historie eller lignende
løbe hornene af sig,2,1,B,abstract misinterpretation,energisk fortælle om alt det man er utilfreds med
om smagen kan der ikke diskuteres,2,2,C,concrete misinterpretation,smag opleves forskelligt fra menneske til menneske
have bukserne på,2,0,A,abstract misinterpretation,være den i et parforhold der tjener (og har) flest penge
slå en streg over noget,3,2,C,concrete misinterpretation,strege noget ud
slå en streg over noget,3,3,D,abstract misinterpretation,færdiggøre en af flere opgaver der er opstillet på en liste
spænde buen for hårdt,2,3,D,concrete misinterpretation,spænde en bue så hårdt at den knækker
lægge alle sine æg i samme kurv,2,1,B,concrete misinterpretation,placere samtlige æg i én kurv
fare i blækhuset,3,0,A,random definition,(på en let og ubesværet måde) bringe noget frem eller præsentere det som noget nyt og overraskende i fx en debat eller en anden sammenhæng
fare i blækhuset,3,1,B,abstract misinterpretation,klappe i; holde op med at tale
søbe den kål man selv har spyttet i,2,0,A,abstract misinterpretation,spise grøntsager man selv har dyrket selvom de er af tvivlsom kvalitet
sur røv,3,2,C,abstract misinterpretation,det sidste stykke eller den sidste skive af noget spiseligt
sur røv,3,3,D,random definition,"bebyrde nogen med noget, fx arbejdsopgaver eller bekymringer"
det hører man ikke når musikken spiller,4,1,B,concrete misinterpretation,(visse typer) støj kan overdøves af musik
det hører man ikke når musikken spiller,4,2,C,abstract misinterpretation,man kan slippe afsted med meget
det hører man ikke når musikken spiller,4,3,D,random definition,der foregår en intensiv forfølgelse eller eftersøgning; der foregår en heftig aktivitet med hurtige bevægelser eller handlinger
som at se maling tørre,2,3,D,concrete misinterpretation,som at observere en nymalet væg gå fra våd til tør
stege i sit eget fedt,3,1,B,random definition,en begivenhed eller et fænomen bliver mindre spændende; nogen mister handlekraften eller interessen
stege i sit eget fedt,3,2,C,concrete misinterpretation,stege et stykke kød i animalsk fedt fra det dyr kødet stammer fra
miraklernes tid er ikke forbi,2,1,B,abstract misinterpretation,der findes ting vi ikke kan forklare rationelt
bukke begge ender sammen på,4,1,B,concrete misinterpretation,bøje en genstand så enderne mødes
bukke begge ender sammen på,4,2,C,abstract misinterpretation,skabe sig en fordel ud af andres ulempe
bukke begge ender sammen på,4,3,D,random definition,"ikke særlig god, klog eller dygtig"
med det yderste af neglene,2,3,D,concrete misinterpretation,"med neglenes yderste, hvidlige kant"
ride sin kæphest,3,1,B,abstract misinterpretation,dyrke en hobby; beskæftige sig med noget som man finder særligt interessant
ride sin kæphest,3,2,C,random definition,det der virker som den udløsende kraft; det der får tålmodigheden til at briste
det går ikke altid som præsten prædiker,2,1,B,abstract misinterpretation,kristne (eller religiøse) mennesker er ikke fejlfri
gnide sig op ad nogen,2,1,B,concrete misinterpretation,gnide sin krop op ad en andens krop
hår i suppen,2,1,B,abstract misinterpretation,fejl som man skammer sig over at have begået
tage skeen i den anden hånd,2,3,D,abstract misinterpretation,"spise en portion mere, typisk selv om man egentlig allerede er mæt"
man kan også købe guld for dyrt,3,2,C,abstract misinterpretation,det er ikke besværet værd
man kan også købe guld for dyrt,3,3,D,concrete misinterpretation,man kan risikere at betale mere for guld end hvad de aktuelle guldpriser foreskriver
rønnebærrene er sure,3,0,A,abstract misinterpretation,det er endnu ikke blevet (sen)sommer
rønnebærrene er sure,3,1,B,random definition,"gæstfrihed hører til almindelig venlighed; gode mennesker trives, selv hvor pladsen er trang"
passe som fod i hose,2,0,A,concrete misinterpretation,passe som en nøgen fod i den rette størrelse sok
tro som guld,3,1,B,abstract misinterpretation,meget sikker i sin overbevisning
tro som guld,3,3,D,concrete misinterpretation,guld beholder sin værdi for evigt
tælle på knapperne,2,1,B,abstract misinterpretation,forsikre sig om at man har råd
en gang til for prins Knud,3,2,C,abstract misinterpretation,bruges for at angive at en person skal betale for endnu en udskænkning til alle på et værtshus eller i en bar
en gang til for prins Knud,3,3,D,random definition,møde uoverstigelige vanskeligheder eller massiv modstand
krage søger mage,2,2,C,random definition,"mål eller resultater der er lette og hurtige at nå, og som ikke kræver den store indsats"
rotterne forlader den synkende skude,2,1,B,concrete misinterpretation,dyr kan fornemme hvis noget er galt
så god som dagen er lang,2,0,A,random definition,der er (udsigt til) problemer
så god som dagen er lang,2,2,C,abstract misinterpretation,meget hjælpsom og omsorgsfuld
"de gode græd, og de onde lo",2,2,C,concrete misinterpretation,de gode mennesker græder og de onde mennesker ler
én svale gør ingen sommer,2,1,B,concrete misinterpretation,"at nogen ser en svale, betyder ikke at det er sommer"
have både til gården og til gaden,4,0,A,concrete misinterpretation,have udsmykning på begge sider af den ejendom som man bor i
have både til gården og til gaden,4,2,C,abstract misinterpretation,have nok til alle; have rigelige mængder
have både til gården og til gaden,4,3,D,random definition,ikke være rådvild; være klog
for mange kokke fordærver maden,2,0,A,concrete misinterpretation,maden bliver dårlig hvis der er mange om at lave den
trække læsset,4,0,A,random definition,nogen er i en presset eller faretruende situation
trække læsset,4,2,C,abstract misinterpretation,gøre noget bestemt på trods af manglende vilje eller lyst
trække læsset,4,3,D,concrete misinterpretation,trække (en vogn med) et tungt læs fremad
spise kirsebær med de store,3,0,A,random definition,lukke øjnene for virkeligheden; undlade at forsøge at løse problemerne
spise kirsebær med de store,3,3,D,abstract misinterpretation,beskæftige sig med noget man næsten forstår
have en trumf i ærmet,3,1,B,concrete misinterpretation,snyde i kortspil ved at gemme trumfkort på kroppen
have en trumf i ærmet,3,3,D,abstract misinterpretation,gemme på en hemmelighed
en fis i en hornlygte,4,0,A,concrete misinterpretation,resultatet af at prutte i en hornlygte
en fis i en hornlygte,4,2,C,random definition,forgæves forsøg på at overbevise eller belære en person der synes ganske uimodtagelig for fornuft
en fis i en hornlygte,4,3,D,abstract misinterpretation,en ble med afføring; en lorteble
være grebet ud af luften,2,1,B,abstract misinterpretation,være opstået eller sket pludseligt og uden forvarsel
have en lille fjer på,3,1,B,random definition,"en persons rigdom eller succes kommer også andre, mindre betydelige personer til gode"
have en lille fjer på,3,2,C,abstract misinterpretation,være en anelse utilfreds med nogen eller noget
surt show,2,2,C,random definition,man skal ikke gøre sig til mere end man er; man skal ikke sætte sig større mål end man kan overkomme
have nogen nede i sækken,3,0,A,random definition,"blive svag og eftergivende; blive overvældet af en følelse af ømhed, forelskelse eller lignende"
have nogen nede i sækken,3,1,B,abstract misinterpretation,få ret i en meningsudveksling eller diskussion
gå gennem ild og vand,2,0,A,abstract misinterpretation,gennemføre noget der i begyndelsen forekom at være umuligt
se gennem fingrene med noget,2,2,C,abstract misinterpretation,opføre sig i strid med fastsatte regler; snyde
sætte en finger på noget,2,0,A,abstract misinterpretation,forhindre at noget udvikler sig i en dårlig eller uheldig retning
hælde ned ad brættet,2,1,B,concrete misinterpretation,"tippe et bræt så det der ligger på det, falder ned"
hverken hoved eller hale,2,2,C,abstract misinterpretation,bruges om noget man ikke kan genkende
man må krybe før man kan gå,2,3,D,concrete misinterpretation,man er nødt til at lære at krybe eller kravle før man kan lære at gå
give nogen horn i panden,2,1,B,abstract misinterpretation,forstyrre nogen selvom de har frabedt sig det
ligge på den flade hånd,2,2,C,random definition,ikke være noget eller nogen som nogen bryder sig om eller er interesseret i
fuglen er fløjet,3,2,C,abstract misinterpretation,en bestemt sag er lukket eller afsluttet
fuglen er fløjet,3,3,D,concrete misinterpretation,bruges om trækfugle der har forladt vores breddegrader
forbuden frugt smager bedst,2,3,D,abstract misinterpretation,"når noget altid er tilgængeligt, er det mindre værd"
jokke i spinaten,3,0,A,random definition,ikke være særlig begavet
jokke i spinaten,3,1,B,abstract misinterpretation,træde i en hunds ekskrementer
oven i hatten,3,2,C,abstract misinterpretation,lagt eller kastet skødesløst og uden hensyn til at noget kan gå i stykker
oven i hatten,3,3,D,random definition,beskrive præcist og rammende; ramme et ømt punkt hos nogen
en hund i et spil kegler,2,1,B,random definition,midlertidigt sætte en udvikling i bero
ingen kæde er stærkere end det svageste led,2,1,B,concrete misinterpretation,hvis et led i en kæde er svagt er hele kæden svag
tab og vind med samme sind,2,1,B,abstract misinterpretation,bruges for at udtrykke at udfaldet af noget ikke interesserer én
ondt i håret,2,0,A,random definition,satse på flere forskellige muligheder samtidig
brede sig som ringe i vandet,2,0,A,abstract misinterpretation,forstørre eksponentielt
blive slap i knæene,2,2,C,concrete misinterpretation,miste styrke i musklerne omkring knæene
lade en dør stå på klem,4,1,B,random definition,kun satse på én mulighed og dermed løbe en risiko
lade en dør stå på klem,4,2,C,concrete misinterpretation,ikke lukke en dør helt i
lade en dør stå på klem,4,3,D,abstract misinterpretation,hjælpe nogen ud af en ubehagelig situation
ikke kunne høre hvad man selv tænker,3,0,A,abstract misinterpretation,have svært ved at tyde sine tanker pga. en psykose
ikke kunne høre hvad man selv tænker,3,2,C,concrete misinterpretation,ikke kunne følge eller huske sine egne tanker
uden for pædagogisk rækkevidde,2,2,C,abstract misinterpretation,så besværet at man ikke kan hjælpes med pædagogiske metoder
være oppe på lakridserne,3,2,C,random definition,"de rigtige venner er dem der holder fast ved én, selv i modgang"
være oppe på lakridserne,3,3,D,abstract misinterpretation,følge med i den seneste udvikling
fyre kanonen af,3,2,C,abstract misinterpretation,"bringe et afgørende og tungtvejende argument i en debat, en retssag eller lignende"
fyre kanonen af,3,3,D,concrete misinterpretation,affyre granater eller projektiler fra en kanon
tage med fløjlshandsker på nogen,2,1,B,abstract misinterpretation,undlade at fortælle hele sandheden til en person
det muntre køkken,3,0,A,random definition,uden at man har ydet en indsats eller betalt for noget bestemt; som supplement til det man har fået
det muntre køkken,3,1,B,concrete misinterpretation,et køkken hvor der hersker en glad stemning
smøge ærmerne op,2,0,A,concrete misinterpretation,lave flere folder på sine (eller andres) ærmer således at håndled og underarme er nøgne
springe over hvor gærdet er lavest,2,3,D,concrete misinterpretation,springe over et gærde der hvor det rager kortest op fra jorden
nogens hjerte springer et slag over,4,0,A,random definition,"noget der passer godt med nogens ønsker, hensigter eller meninger"
nogens hjerte springer et slag over,4,1,B,concrete misinterpretation,nogens hjerte slår uregelmæssigt og springer slag over der ellers skulle have været der
nogens hjerte springer et slag over,4,2,C,abstract misinterpretation,nogen får en fysisk reaktion på voldsomme følelser
over hals og hoved,2,3,D,random definition,gøre dybt indtryk; fylde éns bevidsthed helt
"den der gemmer til natten, gemmer til katten",3,1,B,abstract misinterpretation,det har negativ effekt på den mentale sundhed ikke at fortælle om sine følelser
"den der gemmer til natten, gemmer til katten",3,3,D,concrete misinterpretation,gemmer man mad natten over risikerer man at det bliver spist (fx af en huskat)
slå sig på flasken,3,0,A,abstract misinterpretation,vokse op i et hjem hvor den ene eller begge forældre indtager for meget alkohol
slå sig på flasken,3,3,D,random definition,være orienteret om den aktuelle udvikling på et bestemt (fagligt) område eller i samfundslivet
"mens græsset gror, dør horsemor",3,2,C,random definition,overdrive; tillægge en lille sag (for) stor betydning
"mens græsset gror, dør horsemor",3,3,D,abstract misinterpretation,noget må slutte før noget andet kan begynde
det store dyr i åbenbaringen,3,0,A,abstract misinterpretation,bruges for at udtrykke når nogen eller noget er af markant bedre kvalitet end andet
det store dyr i åbenbaringen,3,1,B,random definition,svække alvorligt; gøre uskadelig
ramme på kornet,3,2,C,abstract misinterpretation,passe perfekt ind i en bestemt sammenhæng
ramme på kornet,3,3,D,random definition,"holde sig gode venner med begge parter i en strid; udvise en tvetydig, upålidelig holdning"
være i sikre hænder,2,3,D,concrete misinterpretation,være i et sikkert greb
fare i flæsket på,4,1,B,random definition,sikre tegn på en uundgåelig og som regel ugunstig eller farlig udvikling
fare i flæsket på,4,2,C,abstract misinterpretation,begynde at spise med stor iver og appetit
fare i flæsket på,4,3,D,concrete misinterpretation,med høj fart ramme nogen i maven
smide over bord,4,1,B,random definition,"tale hårdt og direkte og med hvasse, kritiske bemærkninger"
smide over bord,4,2,C,abstract misinterpretation,satse mere end man har
smide over bord,4,3,D,concrete misinterpretation,kaste noget ud fra et fartøj og ned i vandet
gribe i egen barm,3,0,A,concrete misinterpretation,tage sig til brystet
gribe i egen barm,3,2,C,random definition,"det at blive velhavende kan have for store menneskelige omkostninger, fx tabet af væsentlige åndelige værdier"
én på torsken,4,1,B,random definition,"man bør ikke tage et nederlag for tungt, lige så lidt som man bør hovere over en sejr"
én på torsken,4,2,C,abstract misinterpretation,en veludført eller præcis handling
én på torsken,4,3,D,concrete misinterpretation,slal mod hovedet på fisk man netop har fanget
komme godt fra land,2,3,D,concrete misinterpretation,sejle ud af en havn på fornuftig vis
ofre noget på kærlighedens alter,2,0,A,abstract misinterpretation,"miste noget, fx kontakten til sine venner, i forbindelse med en (ulykkelig) forelskelse"
spil for galleriet,2,1,B,abstract misinterpretation,opføre sig på en måde så andre opfatter én som selvoptaget og arrogant
en pind til nogens el. nogets ligkiste,4,0,A,random definition,holde en mulighed åben
